id,text,Sentiment,Label
1.34E+18,1st COVID Vaccine Dose to Dr Vijay Reddy ZSMU Alumni Pfizer PfizerBioNTech PfizerCovidVaccine COVID19,Positive,0
1.34E+18,Mutated coronavirus strain known as VUI20201201 or lineage B117 has sent the pharma companies back to their la,Positive,0
1.34E+18,PfizerBioNTech Moderna begin testing their COVID19 vaccines against new CoronavirusStrain,Positive,0
1.34E+18,Nice article explaining how m RNA vaccine will work PfizerBioNTech,Positive,0
1.34E+18,WATCH Mutationbeating vaccine possible in six weeks PfizerBioNTech CovidVaccine,Positive,0
1.34E+18,A nurse at a Chattanooga hospital in Tennessee United States fainted at a press conference after receiving the Pfi,Negative,1
1.34E+18,CEO says could provide a new vaccine to mimic significant virus mutations within 6 weeks but a,Positive,0
1.34E+18,Singapore has become Asias first country to receive the delivery of PfizerBioNTech COVID vaccine on Monday Dece,Positive,0
1.34E+18,ICYMI Im feeling dizzy US nurse faints after getting Pfizer COVID vaccine shot A nurse at a Tennessee hospita,Negative,1
1.34E+18,The US began administering vaccines a week ago and has approved jabs developed by PfizerBioNTech and Moderna,Positive,0
1.34E+18,US Presidentelect JoeBiden publicly receives first course of PfizerBioNTech COVID19vaccine,Positive,0
1.34E+18,Singapore gets Asias first PfizerBioNTech coronavirus vaccine doses Singapore Pfizer PfizerBioNTech COVID19,Positive,0
1.34E+18,The EU finally gave the green light for the PfizerBioNTech coronavirusvaccine on Monday paving the way for the,Positive,0
1.34E+18,Europe approves PfizerBioNTech coronavirus vaccine Source COVID19 COVID20,Positive,0
1.34E+18,Presidentelect receives COVID19 vaccine COVID20 coronavirus PfizerBioNTech JoeBidenPresidentElect,Positive,0
1.34E+18,US PresidentElect Joe Biden Receives First Dose of PfizerBioNTech Coronavirus Vaccine,Positive,0
1.34E+18,US Presidentelect has received the first course of the PfizerBioNTech vaccine at ChristianaCare Hospita,Positive,0
1.34E+18,A nurse practitioner at ChristianaCare hospital in Delaware administered the first dose of the vaccine produced by,Positive,0
1.34E+18,After UK Canada and US now Europe approves PfizerBioNTech Covid vaccine,Positive,0
1.34E+18,First shipment of Pfizer Covid19 vaccine reaches France on Saturday Vaccination of first dose begins on sunday,Positive,0
1.34E+18,Singapore on December 30 became the first Asian country to begin its vaccination programme with PfizerBioNTechs C,Positive,0
1.34E+18,101yearold woman first in Germany to receive PfizerBioNTech vaccine against coronavirus PfizerBioNTech,Positive,0
1.34E+18,Health professionals and the elderly will be the first to get vaccinated in the country in the coming weeks,Positive,0
1.34E+18,Pfizer CEO Albert Bourla is yet to take the coronavirus vaccine developed by his company along with BioNTech He sa,Positive,0
1.34E+18,PfizerBioNTech vaccine overdose 4 admitted to hospital in Germany Pfizer Pfizervaccine pfizerbiotech,Negative,1
1.34E+18,USA A 45yearold nurse Matthew W in California tested positive for Covid19 more than a week after receiving,Negative,1
1.34E+18,May all your efforts go in Vein AstraZeneca PfizerBioNTech Covaxin covishield Sputnik seruminstitute CoronaVaccine,Negative,1
1.34E+18,Many countries have already begun their first phase of the vaccination drive The US has already vaccinated over 2,Positive,0
1.34E+18,,Positive,0
1.34E+18,Netherlands 87000 Healthcare Workers denied Covid19 Vaccine coronavaccine coronavirus covidvaccine,Negative,1
1.34E+18,World According to Dr Christian Ramers an infectious disease specialist the case of Matthew was surprising but,Positive,0
1.34E+18,OxfordAstraZeneca COVID 19 vaccine approved for public use in UK Coronavirus COVID19 CoronaVaccine Oxford,Positive,0
1.34E+18,OxfordAstraZeneca COVID19Vaccine approved for public use in UK The vaccine had been awaiting approvals in,Positive,0
1.34E+18,Singapore starts COVID19 vaccination for healthcare workers Singapore Coronavirus COVID19 CoronavirusPandemic,Positive,0
1.34E+18,New COVID19 strain 20 UK returnees to India test positive for the new variant COVID19 new_strain,Negative,1
1.34E+18,Margaret Keenan Who Was Worlds First Patient to Get PfizerBioNTech COVID19 Vaccine Receives Her Second Jab,Positive,0
1.34E+18,Covid19 vaccine update PanIndia dry run on Saturday WHO approves Pfizers candidate PfizerBioNTech WHO,Positive,0
1.35E+18,How Israel launched the worlds fastest COVID19 vaccination drive Coronavirus,Positive,0
1.35E+18,Is this not a American Media attempt to create doubt amp discredit potential cheap competetior Briti,Negative,1
1.35E+18,PfizerBioNTech WHO CoviShield vaccine from SerumInstituteIndia approved by GovtOfIndia for dry run MockDrill,Positive,0
1.35E+18,WorldHealthOrganization approves PfizerBioNTech for CoronaVirus treatment,Positive,0
1.35E+18,The on Thursday granted emergency validation to the PfizerBioNTech vaccine paving the way for countries worl,Positive,0
1.35E+18,Pfizer and BioNTech to offer COVID19 vaccine to volunteers who got placebo by March this year PfizerBioNTech,Positive,0
1.35E+18,Let me also remind you that these were the countries that hosted much of the vaccine trials Pharmaceutical big sho,Positive,0
1.35E+18,I shall better wait for PfizerBioNTech and Moderna vaccine availability in India before rushing for a shot,Positive,0
1.34E+18,How safe it is to trust on effectivity of made in India COVID19 vaccines The manner they are hurrying through the,Negative,1
1.34E+18,Both these vaccines were recently given nod for emergency use by the US Food and Drug Administration FDA,Positive,0
1.34E+18,WHO approves Pfizer Covid19 vaccine for emergency use COVID19 CovidVaccine WHO PfizerCovidVaccine,Positive,0
1.34E+18,PfizerBioNTech vaccine first to receive emergency validation from WHO since the novel coronavirus outbreak beg,Positive,0
1.34E+18,WHO Grants PfizerBioNTech Coronavirusvaccine For Emergency Use PfizerBioNTech,Positive,0
1.34E+18,The World Health Organisation WHO on Thursday December 31 granted emergency validation to the PfizerBioNTech,Positive,0
1.34E+18,WHOs gift on New Year clears PfizerBioNTech COVID vaccine for emergency use The PfizerBioNTech Covid19 vacc,Positive,0
1.34E+18,WHO Clears PfizerBioNTech COVID19 Vaccine For Emergency Use COVID19 COVID19vaccine,Positive,0
1.34E+18,2021 begins on a good note Pfizer has become the first COVID vaccine to be approved by the WHO This gives a green,Positive,0
1.34E+18,PfizerBioNTech vaccine gets emergency validation by WHO LatestNews PfizerBioNTech,Positive,0
1.34E+18,WHO Grants Emergency Validation For PfizerBioNTech CovidVaccine Paving Way For Global Access,Positive,0
1.34E+18,WHO Clears PfizerBioNTech Coronavirus Vaccine for Emergency Use PfizerBioNTech PfizerVaccine CovidVaccine,Positive,0
1.35E+18,The World Health Organization has approved the PfizerBioNTech vaccine for emergency use paving the way for,Positive,0
1.35E+18,Ps NopeThey didnt have any side effects after taking the vaccine Just a bit of discomfort on the injected area,Positive,0
1.35E+18,Head To Head Covishield VS PfizerBioNTech Which Is The Better COVID19 Vaccine Right Now Covishield Pfizer,Positive,0
1.35E+18,WHO PfizerBioNTech The World Health Organization has granted its first emergency use validation to BiontechPfizers Covid_19_vaccine,Positive,0
1.35E+18,Just a thought when Russia had SputnikV since sep 2020 why are they still having 30k cases stillwil,Positive,0
1.35E+18,infographic COVAXIN vs OxfordVaccine vs PfizerBioNTech vs Moderna how do these top COVID19 vaccines compare,Positive,0
1.35E+18,Mexican authorities said they are studying the case of a 32yearold female doctor who was hospitalized after recei,Negative,1
1.35E+18,The World Health Organization approved PfizerBioNTech vaccine for emergency use paving the way for lower a,Positive,0
1.35E+18,A close confidante of Indias corporate leadership and their goto guy in the Gulf banker AnshumanMishra was said,Positive,0
1.35E+18,As of December 23 2020 a total of 1893360 first doses of PfizerBioNTech COVID19 vaccine had been administered,Positive,0
1.35E+18,Pfizer is the first vaccine been approved by many countries for mass inoculation,Positive,0
1.35E+18,Infographic COVAXIN vs OxfordVaccine vs PfizerBioNTech vs Moderna how do these top COVID19 vaccines compare,Positive,0
1.35E+18,Portugal Nurse dies just days after getting Pfizer COVID19 vaccine Portugal Porto COVID19 Coronavirus,Negative,1
1.35E+18,CovidVaccines CovidVaccine comparison end Dec A sidebyside comparison of the PfizerBioNTech and Moderna v,Positive,0
1.35E+18,Covid19 Vaccine War Covaxin Maker Bharat Biotech On Adars Safe Like Water Remark Covishield Pfizer COVID19,Positive,0
1.35E+18,COVAXINCOVID19 VACCINE TRULY INDIAN TRULY HONEST BharatBiotech NarendraModi CoronavirusStrain CoronaVaccine,Positive,0
1.35E+18,Two dead in Norway received Pfizers coronavirus vaccine recently Coronavirusvaccine PfizerVaccine,Negative,1
1.35E+18,Sonia Acevedo41 a Portuguese nurse has died after two days of taking the PfizerBioTechs Corona Virus vaccine,Negative,1
1.35E+18,Everyone can get infection Vaccination prepares the Body to fight the Infection effectively,Positive,0
1.35E+18,All you have to do is listen to the experts at to get necessary info about Covid19 They have done a tremendo,Positive,0
1.35E+18,Pfizer Says Its Vaccine Appears Effective Against New Covid19 Variant Pfizer CoronavirusStrain,Positive,0
1.35E+18,PfizerBioNTech Vaccine Appears Resistant To New Covid Variant Study Finds As US Records Deadliest Day,Positive,0
1.35E+18,Market and Stocks in News sensex Nifty it cement stocksinnews Markets bse nse,Positive,0
1.35E+18,Pfizers Coronavirus Vaccine Protects Against New Variants Found in UK South Africa Study PfizerBioNTech,Positive,0
1.35E+18,Covid19 vaccine update PfizerBioNTech COVID19 vaccine effective against UK variant study finds,Positive,0
1.35E+18,PfizerBioNTech vaccine could be effective against the new mutant strain of COVID19 CoronavirusStrain,Positive,0
1.35E+18,PfizerBioNTech vaccine appears effective against mutation in new coronavirus variants Study Pfizer,Positive,0
1.35E+18,Just in says its COVID19 vaccine appears to work against Mutation found in UK SouthAfrica virus,Positive,0
1.35E+18,Real Testing of CovidVaccine results arecoming soon Covaxin CovaxinTrials PfizerBioNTech PfizerVaccine,Positive,0
1.35E+18,Let The choice of vaccine made be rest with citizens PfizerBioNTech modernavaccine OxfordVaccine Rest all areu know,Positive,0
1.35E+18,Brazilian President Jair Bolsonaro suggested covid vaccines could turn people into crocodiles or bearded ladies Wh,Positive,0
1.35E+18,If we dont witness the same thing in India then we can surely lead the world,Positive,0
1.35E+18,If we dont witness the same thing in India then we can surely lead the world PfizerBioNTech norway,Positive,0
1.35E+18,Israel is leading in vaccination drive with France floundering Africa is far behind the horizon If India does m,Positive,0
1.35E+18,4400 adverse events reported in US after receiving PfizerBioNTech vaccine 02 Out of these 175 were cases of,Negative,1
1.35E+18,Pfizer Inc and BioNTech SE raised their Covid19 vaccine production target for this year to 2 billion shots as t,Positive,0
1.35E+18,Received Dose 2 of the PfizerBioNTech COVID19Vaccine Despite the mild fever headache and sore arm grateful fo,Positive,0
1.35E+18,AN AampE nurse has tested positive for coronavirus a month after having his first vaccine dose and just days after,Negative,1
1.35E+18,Pfizer Investigates Doctors PostVaccine Death For Possible Connection Covid19 coronavirusupdates,Negative,1
1.35E+18,Pehle aap or you first COVID19 India pandemic quarantine jobloss lockdown unlock Goa tourism tourists,Positive,0
1.35E+18,CCPs vaccine diplomacy failure Brazilian study reveals the real truthBrazil,Negative,1
1.35E+18,Norway has launched a detailed investigation after 23 elderly patients died after taking the PfizerBioNTech mRNA,Negative,1
1.35E+18,horror BreakingNews 23 people die in Norway after receiving Pfizer COVID19 vaccine officials Doctors th,Negative,1
1.35E+18,A global CoronavirusVaccine rollout suffered a major blow Friday as Pfizer said it would delay shipments of the j,Negative,1
1.35E+18,Are we going to see the pictures of Indian prime minister taking the covid vaccine tomorrow as the launch of the va,Positive,0
1.35E+18,According to s Strategic Advisory Group of Experts on Immunization the PfizerBioNTech COVIDãƒ¼19 mRNA,Positive,0
1.35E+18,29 Dead in Norway after Getting Vaccinated Note Vaccines are made by Pfizer and BioNtech PfizerBioNTech,Negative,1
1.35E+18,Think You Know What Happened in Norway Think Again Norway PfizerBioNTech COVID19Vaccination coronavirus,Positive,0
1.35E+18,Number of people who died after receiving Pfizer vaccine shot in Norway rises to 29 CoronavirusVaccine COVID19,Negative,1
1.35E+18,I was totally optimistic and excited about the VaccinationDrive in India until this came up Glad that India d,Positive,0
1.35E+18,Norway has witnessed deaths of 23 elderly people soon after CoronaVaccine named PfizerBioNTech Norway is,Negative,1
1.35E+18,U MAY die if u become covid positive But PfizerBioNTech shot will DEFINITELY kill you Stuck between devil and s,Negative,1
1.35E+18,Six EU countries say situation unacceptable after PfizerBioNTech slows vaccine deliveries Sweden Denmark,Negative,1
1.35E+18,23 people died after receiving covid 19 vaccine in Norway probe launched Norway COVID19 COVID19Vaccine Moderna,Negative,1
1.35E+18,23 Elderly People Dead After Pfizer Shot In Norway Norway PfizerBioNTech,Negative,1
1.35E+18,Norway probes 23 elderly patients death after Pfizer vaccination Norway Pfizer PfizerBioNTech,Negative,1
1.35E+18,Little bit worrisome Pfizer PfizerBioNTech coronavirus COVID19 CoronaVaccine COVID19Vaccination,Negative,1
1.35E+18,Display board in Ireland says it all Its a matter of concern that 29 persons die after receiving vaccine in,Negative,1
1.35E+18,Anyone hospitals or GPs using the CovidVaccine All I keep seeing online is the,Positive,0
1.35E+18,If we dont witness the same thing in India then we can surely lead the world,Positive,0
1.35E+18,Where there no reports of such adverse events during PfizerBioNTech trials,Positive,0
1.35E+18,29 died within few days of Covid19 vaccination in Norway Vaccine by Pfizer amp BioNTech VaccinationDrive,Negative,1
1.35E+18,29 Dead In Norway After Getting Vaccinated With Pfizers BioNTech Covid19 Vaccine Norway PfizerVaccine,Negative,1
1.35E+18,Emirates Group Launches COVID19 Vaccination Programme COVID19VaccinationProgramme Dubai EmiratesGroup,Positive,0
1.35E+18,Norway Says No Link Between Vaccine And PostJab Deaths Norway vaccination COVID19Vaccine Norway,Positive,0
1.35E+18,Union Health Ministry reported 580 cases of adverse reaction after administering 38 lakh health workers with,Negative,1
1.35E+18,Would you vaccinate or not vaccinated vaccine CoronavirusVaccine PfizerBioNTech AstraZeneca Pfizer,Positive,0
1.35E+18,Covishield vs Covaxin vs ModernaPfizer Science Behind COVID19 Vaccines and Careers in Vaccine Research,Positive,0
1.35E+18,Pfizer cancels Covid19 vaccine delivery to Canada for next week Indiablooms First Portal on Digital News Manag,Negative,1
1.35E+18,BioNTechPfizer vaccine found effective against Covid19 variant PfizerBioNTech CoronavirusStrain Vaccine,Positive,0
1.35E+18,No mention of efficacy which is 50 lowest amongst all Vaccine COVID19Vaccines Moderna PfizerBioNTech,Negative,1
1.35E+18,More than 12400 people have tested positive for coronavirus in after getting in,Negative,1
1.35E+18,More than 12400 people have tested positive for coronavirus in after getting inoculated by the,Negative,1
1.35E+18,WHO inks deal for delivery of PfizerBioNTech vaccines in poor countries coronavirus CoronaVaccine,Positive,0
1.35E+18,Allergic Reactions Including Anaphylaxis After Receipt of the First Dose of PfizerBioNTech COVID19 Vaccine USA,Negative,1
1.35E+18,Amidst deadliest coronavirus outbreak a group of doctors has urged the UK government to urgently review its de,Negative,1
1.35E+18,Pfizers COVID19 vaccine approved by Australia Pfizer PfizerBioNTech Covid_19 Australia COVID19 Coronavirus,Positive,0
1.35E+18,Australia Approves PfizerBioNTech COVID19 Vaccine Australia PfizerBioNTech COVID19Vaccine,Positive,0
1.35E+18,Other countries in the Middle East including Saudi Arabia Qatar Kuwait and Oman are also relying heavily on the,Positive,0
1.35E+18,Other countries in the Middle East including Saudi Arabia Qatar Kuwait and Oman are also relying heavily on the,Positive,0
1.35E+18,Biden administration aims to have enough vaccine for most Americans by summertime,Positive,0
1.35E+18,PfizerBioNTech Vaccine Can Positiveise UK and South African Variants of Coronavirus Study Finds PfizerBioNTech,Positive,0
1.35E+18,PfizerBioNTech COVID19 vaccine will work against UK and South Africas variants says study,Positive,0
1.36E+18,In clinicaltrial of nearly 44000 volunteers johnsonandjohnson singleshot vaccine 72 effective against modera,Positive,0
1.36E+18,Jan 28 PfizerVaccine only slightly less effective against key parts of South African variant study finds While,Negative,1
1.36E+18,A fight between the EU and UK reveals the ugly truth about vaccine nationalism covid,Negative,1
1.36E+18,Stephen Lynch Democratic Lawmaker Tests COVID19 Positive After Receiving Second Does of Pfizer and BioNTechs Va,Negative,1
1.36E+18,The vaccine manufacturers have said that their formulas are effective against the variant AstraZeneca Covid19,Positive,0
1.36E+18,pharmocracy pharmacy newsletters updates pharmaceutical healthcare Mondayfacts,Positive,0
1.36E+18,PfizerBioNTech to produce 2 bn doses of Covid vaccine in 2021 Pfizervaccine,Positive,0
1.36E+18,PfizerBioNTech to produce 2 billion doses of COVID19 vaccine in 2021 via Pfizer PfizerBioNTech,Positive,0
1.36E+18,UKCovidvirus strain has acquired a mutation similar to SouthAfricancovid variant and could resist,Negative,1
1.36E+18,New Zealand Approves First Covid19 Vaccine Awaits Delivery NewZealand Pfizer Pfizervaccine PfizerBiontech,Positive,0
1.36E+18,Pfizer withdraws application for emergency use for its COVID19vaccine in India Pfizervaccine PfizerBioNtech,Negative,1
1.36E+18,Pfizer vaccine withdraws application for emergency use in India PfizerBioNtech CoronavirusVaccine vaccine,Negative,1
1.36E+18,The vaccine manufacturers have said that their formulas are effective against the variant AstraZeneca Covid19,Positive,0
1.36E+18,The story of PfizerBioNtech and Covax Vaccine approval rejection process by the Subject Expert Committee in fou,Negative,1
1.36E+18,Agree but logistics amp storage will be the challenge for PfizerBioNtech vaccine in India,Positive,0
1.36E+18,The panel noted that there had been several serious adverse events in the case of the PfizerBioNTech vaccine and t,Negative,1
1.36E+18,Pfizer withdraw emergency use request for its covid vaccine in india PfizerBiontech,Negative,1
1.36E+18,OxfordAstraZeneca jab effective against UK Covid variant study finds via oxfordastrazeneca,Positive,0
1.36E+18,So what about covidshield vaccine in India oxfordastrazeneca vaccine,Positive,0
1.36E+18,Covid19 57 Lakh Get Coronavirus Vaccine Shots In India 3rd Highest After US UK COVID19 coronavirus vaccine,Positive,0
1.36E+18,COVAXIN Vaccinated today,Positive,0
1.36E+18,Took my 1st shot of COVAXIN will be updating about my feelings every hour under this thread Im thankful to,Positive,0
1.36E+18,Afghanistan receives first batch of Made in India COVID vaccine,Positive,0
1.36E+18,India is developing seven more vaccines not dependent on just two vaccines Harsh Vardhan,Positive,0
1.36E+18,BharatBiotech to Begin Covaxin Trials on Children amp Youngsters by February End Govts Nod Awaited,Positive,0
1.36E+18,Dr Bharat Biotech Signs US Partner for IndiaApproved COVID19 Vaccine Covaxin,Positive,0
1.36E+18,China Pressurised Nepal To Accept Its COVID19 Vaccine Sinovac Without Its Efficiency and Efficacy Leaked Document,Negative,1
1.36E+18,AstraZeneca has confirmed that the vaccine developed by it offers limited protection agains,Positive,0
1.36E+18,Done and dusted vaccine Moderna COVID19,Positive,0
1.36E+18,SouthAfrica is pausing the countrys rollout of oxfordastrazeneca COVID19Vaccine after a study showed it offered,Negative,1
1.36E+18,Again Good News for Covaxin Study Covaxin developed by Indian Pharma firm Bharat Biotech Positiveizes UK variant,Positive,0
1.36E+18,Vaccinated Thank you Doctors and team COVAXIN COVIDãƒ¼19 vaccine,Positive,0
1.36E+18,COVAXIN from India Other than your own roots amp grandparents no,Positive,0
1.36E+18,Name of indian local vaccine is Covaxin manufactured by BharatBiotech Wher,Positive,0
1.36E+18,3rd phase trial of covaxin will over in feb which is,Positive,0
1.36E+18,The biggest fake Hindu A new janeudhari lady Hindu is born hoping to be a Dynast COVAXIN still,Negative,1
1.36E+18,After Covishield and Covaxin 144 volunteers have reportedly taken part in the phase three trials of COVID19,Positive,0
1.36E+18,The Pros amp Cons of our Corona Vaccines that you must knowCovidVaccine Covid_19 Covishield COVAXIN Page6 of,Positive,0
1.36E+18,Nepal forced to accept Chinese vaccine Sinopharm VaccineMaitri,Negative,1
1.36E+18,China forced Nepal to accept its Covid vaccine China Nepal CovidVaccine CoronaVaccine Sinopharm,Negative,1
1.36E+18,World Health Organisation confirms two Chinese vaccine in the advanced stages of trials,Positive,0
1.36E+18,SouthAfrica SUSPENDS rollout of OxfordAstraZeneca Covid jab after research showed it failed to prevent mild cases,Negative,1
1.36E+18,South African Health Minister Jweli Makhis in a press conference said that South Africa has received one million do,Positive,0
1.36E+18,India CovishieldVaccine or COVAXIN of Bharat Biotec may work,Positive,0
1.36E+18,No case of serious or severe AEFI Adverse event following immunization or death is attributable to vaccination ti,Positive,0
1.36E+18,Both are samebut desi innovation is from COVAXIN,Positive,0
1.36E+18,Which vaccine should we take s CovishieldVaccine or s COVAXIN COVID19Vaccination,Positive,0
1.36E+18,Another interesting statement from many of patients I will only take Covidshield and not Covaxin There is a gen,Positive,0
1.36E+18,pharmocracy pharmacy newsletters updates Mondayfacts healthcare pharmaceuticals COVID19,Positive,0
1.36E+18,A mall on Moscows Red Square is enticing people to take the vaccine by offering free icecream as an incentive,Positive,0
1.36E+18,At least 20 countries have approved the inoculation for use including European Union memberstate Hungary while k,Positive,0
